user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Cuanto cuesta un adaptador macho de presion PVC de 1/2 pulgada?,"['Adaptador Hembra Pvc 1/2 Este Adaptador A Presión De 1/2"" - En Presentación Por Unidades. — mejor precio real: EL NOGAL MATERIALES DE CONSTRUCCION S.A | unidad: und | precio: $333 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 71 proveedores mipyme reales de todo el país (rango $333–$31,910 COP sin IVA)', 'Accesorios De Material Plástico Para Tuberías;Adaptador Macho Alta Presion En Pvc Diametro 1/2"" — mejor precio real: GRUPO TOTAL 2020 SAS | unidad: und | precio: $252 COP | región: Valledupar, Cesar | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 68 proveedores mipyme reales de todo el país (rango $252–$32,000 COP sin IVA)', 'ADAPTADOR MACHO PRESIÓN PVC 1/2"" | unidad: un | precio: $336 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 1"" | unidad: un | precio: $1,271 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO CPVC 1/2"" | unidad: un | precio: $4,675 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Equipo: HERRAMIENTA MENOR (10.0 %): $42 COP; Material: ADAPTADOR MACHO CPVC ULTRATEM 1/2"" (1.0 un): $1,299 COP, HORA CUADRILLA BB - PRESTACIONES (0.1 hc): $20,470 COP, LIMPIADOR PARA PVC Y CPVC (1/4 GL.) (0.01 un): $44,300 COP, SOLDADURA CPVC FGG NTC 4455 (1/8 GL.) (0.01 un): $46,100 COP', 'ADAPTADOR MACHO PVCP 1/2"" | unidad: un | precio: $3,547 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR MACHO PRESIÓN PVC 3/4"" | unidad: un | precio: $608 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR HEMBRA PRESIÓN PVC 1/2"" | unidad: un | precio: $378 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El precio de un adaptador macho de presión PVC de 1/2"" es de $336 COP en Barranquilla, según el Catálogo Construdata (fecha: 2026-08-08). 

Además, a nivel nacional, el mejor precio real es de $333 COP, ofrecido por EL NOGAL MATERIALES DE CONSTRUCCION S.A, según el Catálogo IAD MIPYMES — Colombia Compra Eficiente, con una variabilidad real de mercado que va de $333 a $31,910 COP sin IVA, comparado entre 71 proveedores mipyme reales de todo el país.","El adaptador macho presión PVC de 1/2"" cuesta $336 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.902241468934842,0.41111111109740744,1.0
Cual es el precio del galon de ACPM en Barranquilla?,"['A.C.P.M. BARRANQUILLA | unidad: gl | precio: $3,732 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Equipo pesado en cama baja (Área Metropolitana de Barranquilla) | unidad: Viaje | precio: $1,000,000 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Pintura En Aceite Negro Cuñete De 5 Galones — mejor precio real: INDUPROYECTOS DEL ORIENTE S.A.S | unidad: Galon | precio: $69,920 COP | región: Bogotá, D. C. | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 65 proveedores mipyme reales de todo el país (rango $69,920–$3,135,025 COP sin IVA)', 'Pintura En Aceite Verde Esmeralda Cuñete De 5 Galones — mejor precio real: INDUPROYECTOS DEL ORIENTE S.A.S | unidad: Galon | precio: $69,920 COP | región: Bogotá, D. C. | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 64 proveedores mipyme reales de todo el país (rango $69,920–$3,135,025 COP sin IVA)', 'Equipo Liviano (Área Metropolitana de Barranquilla) | unidad: Viaje | precio: $450,000 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Pintura De Aceite Cualquier Color Brillante X Galón — mejor precio real: LUIS ALVARO GOMEZ LOPEZ (FERREMATERIALES EL TRIUNFO) | unidad: und | precio: $58,000 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 67 proveedores mipyme reales de todo el país (rango $58,000–$546,400 COP sin IVA)', 'Carrotanque de agua (1000 Galones) | precio: $69,856 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Pintura De Vinilo: Su Presentacion Es De 5 Galones — mejor precio real: INDUPROYECTOS DEL ORIENTE S.A.S | unidad: und | precio: $205,200 COP | región: Bogotá, D. C. | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 66 proveedores mipyme reales de todo el país (rango $205,200–$1,807,273 COP sin IVA)']","El precio del galón de ACPM en Barranquilla es de $3,732 COP. Esta información proviene del Catálogo Construdata, con fecha del 2026-08-08.","El galón de A.C.P.M. en Barranquilla cuesta $3.731,82 COP (Catálogo Construdata).",1.0,0.9630116476550591,0.9999999999,0.0
Cuanto vale una abrazadera colgante horizontal de 4 pulgadas?,"['ABRAZADERA COLGANTE HORIZONTAL DE 4"" | unidad: un | precio: $7,558 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ABRAZADERA COLGANTE HORIZONTAL DE 6"" | unidad: un | precio: $10,076 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ABRAZADERA COLGANTE HORIZONTAL DE 2"" | unidad: un | precio: $3,360 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TELA ASFÁLTICA N°15 (40M2) un 0.08 4,991 4,991 4,991 4,991 ANCLAJES PARA BARRA-MEMBRANA | unidad: un | precio: $2,298 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HERRAMIENTA MENOR % 10.00 4,187 4,187 4,187 4,187 HERRAMIENTA MENOR | unidad: % | precio: $2,842 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'TELA ASFÁLTICA N°15 (40M2) un 0.07 4,367 4,367 4,367 4,367 SELLANTE PARA BORDES RECORTADOS | unidad: un | precio: $161,200 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'SELLANTE ADHESIVO TEXSAELASTIK un 0.08 4,565 4,565 4,565 4,565 SELLANTE PARA BORDES RECORTADOS | unidad: un | precio: $161,200 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Enrasador o regla articulada de chequeo con rótula y extensiones suficientes para abarcar el ancho de pavimentación. La sección mínima de este elemento es de diez centímetros (10 cm) por cinco centímetros (5 cm) (4 pulgadas por 2 pulgadas), longitud o ancho mínimo de tres metros (3 m). | precio: $4,109 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08']","La abrazadera colgante horizontal de 4"" cuesta $7,558 COP. Este precio es de Barranquilla y proviene del Catálogo Construdata, con fecha de captura del 2026-08-08.","La abrazadera colgante horizontal de 4"" cuesta $7.558 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.9449730616796173,0.9999999999,1.0
Cuanto cuesta una bajante PVC blanco de extremo liso de 3 metros?,"['Box CCP14 con sección interna de 3 x 1 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 7,3 Toneladas. Incluye acero de refuerzo. | precio: $7,194,507 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'BAJANTE PVC BLANCO EXTREMO LISO (3M) | unidad: un | precio: $65,058 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Tuberia Cableado Electrico De 1/2 X 3 Metros Fabricado En Pvc De 1/2 X 3 Metros — mejor precio real: MANTENIMIENTO Y MONTAJES DE INGENIERIA SAS | unidad: und | precio: $4,000 COP | región: Bogotá, Distrito Capital De Bogotá | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 62 proveedores mipyme reales de todo el país (rango $4,000–$155,759 COP sin IVA)', 'Box CCP14 con sección interna de 1 x 2 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metro. Peso / unidad de 2m: 9,2 Toneladas. Incluye acero de refuerzo. | precio: $5,087,675 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'BAJANTE PVC BLANCO EXTERMO LISO | unidad: m | precio: $32,867 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08 | desglose real: Material: BAJANTE PVC BLANCO EXTREMO LISO (3M) (0.33 un): $65,058 COP, CODO BAJANTE 45° BLANCO (0.6 un): $5,742 COP, HORA CUADRILLA BB - PRESTACIONES (0.1 hc): $20,470 COP, SOPORTE DE BAJANTE (0.33 un): $2,152 COP, TORNILLO PARA MADERA 1"" N°6 (2.0 un): $12 COP, UNIÓN CANAL AMAZONA BLANCO (0.33 un): $15,673 COP', 'AGUA lt 240.00 3,840 3,840 3,840 3,840 HERRAMIENTA MENOR | unidad: % | precio: $195 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ADAPTADOR HEMBRA COBRE 1/2"" un 1.00 3,032 3,032 3,032 3,032 PASTA FUNDENTE (8 ONZAS) | unidad: un | precio: $8,400 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","La bajante PVC blanco extremo liso de 3 metros cuesta $65,058 COP en Barranquilla. Esta información proviene del Catálogo Construdata, con fecha de captura del 2026-08-08.","La bajante PVC blanco extremo liso de 3 m cuesta $65.057,58 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.9641786772956867,0.4166666666458333,1.0
Cual es el precio del metro de alambre telefonico 2x22 AWG trenzado?,"['Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 3 x 1 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 7,3 Toneladas. Incluye acero de refuerzo. | precio: $7,194,507 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 2 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metro. Peso / unidad de 2m: 9,2 Toneladas. Incluye acero de refuerzo. | precio: $5,087,675 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 4 x 1 metros, profundidad desde 0 metros hasta 0,6 metros y longitud de 1 metro. Peso/un 11,9 Toneladas. Incluye acero de refuerzo. | precio: $11,911,532 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 5 x 4 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 25,4 Toneladas. Incluye acero de refuerzo. | precio: $25,511,009 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'ALAMBRE TELEF.JWTPVC 2X22AWG TRENZADO | unidad: m | precio: $615 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Malla de alambre tejido | precio: $17,196 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08']",El precio del metro de alambre telefónico 2x22 AWG trenzado es de $615 COP. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 2026-08-08.,"El alambre telefónico JWTPVC 2x22 AWG trenzado cuesta $615 COP por metro (Catálogo Construdata, Barranquilla).",1.0,0.900054567819332,0.14285714284285714,1.0
Cuanto vale el metro cubico de arena de peña?,"['Box CCP14 con sección interna de 5 x 4 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 25,4 Toneladas. Incluye acero de refuerzo. | precio: $25,511,009 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 1 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metros. Peso / unidad de 2m: 4,5 Toneladas. Incluye acero de refuerzo. | precio: $2,252,316 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 3 x 1 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 7,3 Toneladas. Incluye acero de refuerzo. | precio: $7,194,507 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 4 x 1 metros, profundidad desde 0 metros hasta 0,6 metros y longitud de 1 metro. Peso/un 11,9 Toneladas. Incluye acero de refuerzo. | precio: $11,911,532 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 1 x 2 metros, profundidad desde 1,5 metros hasta 3 metros y longitud de 2 metro. Peso / unidad de 2m: 9,2 Toneladas. Incluye acero de refuerzo. | precio: $5,087,675 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Box CCP14 con sección interna de 6 x 2 metros, profundidad desde 0,6 metros hasta 1,5 metros y longitud de 1 metro. Peso/un 22,8 Toneladas. Incluye acero de refuerzo. | precio: $22,837,130 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'ARENA DE PEÑA | unidad: m³ | precio: $28,940 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'ARENA DE PEÑA | unidad: m³ | precio: $28,940 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","El metro cúbico de arena de peña cuesta $28,940 COP. Esta información proviene del Catálogo Construdata en Barranquilla, con fecha del 2026-08-08.","La arena de peña cuesta $28.940 COP por m³ (Catálogo Construdata, Barranquilla).",1.0,0.9472034969787503,0.19642857141875,1.0
Que precio tiene la base de arena cemento 1:20?,"['BASE ARENA CEMENTO 1:20 | unidad: m³ | precio: $75,768 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'BASE ARENA CEMENTO 1:20 | unidad: m³ | precio: $53,388 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'BASE ARENA CEMENTO 1:20 | unidad: m³ | precio: $53,400 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'BASE ARENA CEMENTO 1:20 | unidad: m³ | precio: $53,380 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Base de suelo cemento elaborado en sitio con resistencia a la compresión de 2,1 Mpa, con proporción de cemento del 6% | unidad: m3 | precio: $178,188 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'En zona verde de 1,00 m x 1,00 m 1 m<=H<= 1,40 m. Multifamiliar | unidad: UND | precio: $764,446 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'En zona dura de 1,00 m x 1,00 m; 1<= H<= 1,40 m. Multifamiliar | unidad: UND | precio: $775,916 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'En zona dura de 1,00 m x 1,00 m; 1<= H<= 1,40 m. Multifamiliar | unidad: UND | precio: $869,592 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08']","El precio de la base de arena cemento 1:20 en Barranquilla varía entre $53,380 y $75,768 COP por m³. Los precios específicos son:

- $75,768 COP (Catálogo Construdata, 2026-08-08)
- $53,388 COP (Catálogo Construdata, 2026-08-08)
- $53,400 COP (Catálogo Construdata, 2026-08-08)
- $53,380 COP (Catálogo Construdata, 2026-08-08)

Así que puedes encontrar varias opciones en ese rango.","La base arena cemento 1:20 cuesta $53.400 COP por m³ (Catálogo Construdata, Barranquilla).",1.0,0.9526016946983669,0.6388888888675925,1.0
Cuanto cuesta un bloque de concreto de 10x20x40?,"['BLOQUE CONCRETO 10X20X40 | unidad: un | precio: $835 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'BLOQUE CONCRETO 20X20X40 | unidad: un | precio: $2,050 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,12 m | unidad: m2 | precio: $132,081 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,20 m | unidad: m2 | precio: $195,343 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto relleno con concreto e = 0,15 m | unidad: m2 | precio: $183,695 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto abuzardado relleno con concreto e = 0,15 m | unidad: m2 | precio: $211,249 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Mampostería en bloque vibrado de concreto abuzardado relleno con concreto e = 0,20 m | unidad: m2 | precio: $224,644 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'BLOQUE CONCRETO C22-85 | unidad: un | precio: $1,740 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']",El bloque de concreto 10x20x40 cuesta $835 COP por unidad. Esta información proviene del Catálogo Construdata (Barranquilla) y fue actualizada el 2026-08-08.,"El bloque de concreto 10x20x40 cuesta $834,97 COP por unidad (Catálogo Construdata, Barranquilla).",1.0,0.9905413957473881,0.8333333332916666,0.0
Cuanto cuesta la hora cuadrilla DD de mano de obra?,"['HORA CUADRILLA AA - PRESTACIONES hc 1.00 17,369 17,369 17,369 17,369 HORA CUADRILLA AA - PRESTACIONES | unidad: hc | precio: $17,369 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA BB - PRESTACIONES hc 0.30 6,141 6,141 6,141 6,141 HORA CUADRILLA BB - PRESTACIONES | unidad: hc | precio: $20,470 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA DD - PRESTACIONES | unidad: hc | precio: $26,612 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA DD - PRESTACIONES | unidad: hc | precio: $26,610 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA DD - PRESTACIONES | unidad: hc | precio: $26,612 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA DD - PRESTACIONES | unidad: hc | precio: $26,612 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA DD - PRESTACIONES | unidad: hc | precio: $26,611 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08', 'HORA CUADRILLA DD - PRESTACIONES | unidad: hc | precio: $26,612 COP | región: Barranquilla | fuente: Catálogo Construdata (Barranquilla) | fecha: 2026-08-08']","La hora de la cuadrilla DD de mano de obra cuesta entre $26,610 y $26,612 COP, según el Catálogo Construdata de Barranquilla, con fecha de captura del 2026-08-08.","La hora cuadrilla DD de mano de obra cuesta $13.051,74 COP (Catálogo Construdata, Barranquilla).",1.0,0.9433220330149211,0.1249999999875,0.0
Cuanto cuesta un viaje de triturado de 3/4 pulgada a granel en Homecenter?,"['Triturado 3/4 pulgada a granel (viaje x 8 m3) — Homecenter Colombia | unidad: Viaje a granel x 8 m3 | precio: $791,900 COP | región: Barranquilla | fuente: Homecenter Colombia | fecha: 2026-08-08', 'Gravilla Tipo 3/4 Triturado De 3/4 X 1 M3 — mejor precio real: FERRETERIA LOS TUBOS S.A.S. | unidad: und | precio: $77,382 COP | región: Pereira, Risaralda | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 62 proveedores mipyme reales de todo el país (rango $77,382–$1,092,800 COP sin IVA)', 'Gravilla Triturada De Planta — mejor precio real: QUINTERO & QUINTERO CONSTRUCCIONES S.A.S | unidad: m3 | precio: $90,000 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 59 proveedores mipyme reales de todo el país (rango $90,000–$1,092,800 COP sin IVA)', 'Tornillo Aglomerado Unión De Estructuras De ¼*3/4 Caja Por 500 Gr — mejor precio real: CORPELEC S.A.S | unidad: und | precio: $6,000 COP | región: Palmira, Valle Del Cauca | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 58 proveedores mipyme reales de todo el país (rango $6,000–$132,229 COP sin IVA)', 'Agregado grueso triturado (Puerto Colombia) | unidad: m3 | precio: $231,065 COP | región: Barranquilla | fuente: Contrato real ejecutado — redes de acueducto/alcantarillado (Atlántico) | fecha: 2026-08-08', 'Gravilla De 1/2"" Triturado — mejor precio real: LUIS ALVARO GOMEZ LOPEZ (FERREMATERIALES EL TRIUNFO) | unidad: m3 | precio: $80,000 COP | región: Nacional | fuente: Catálogo IAD MIPYMES — Colombia Compra Eficiente (proveedor real con el mejor precio, de 78 proveedores mipyme nacionales) | variabilidad real de mercado: Comparado entre 63 proveedores mipyme reales de todo el país (rango $80,000–$1,092,800 COP sin IVA)', 'Tubería de lámina corrugada de acero galvanizado según ASTM A 761. Calibre 7 y diámetro 5744 mm (Incluye pernos de unión Diám. 3/4"" X Long.1 3/4"" según ASTM A449 y tuercas) | precio: $16,116,384 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08', 'Enrasador o regla articulada de chequeo con rótula y extensiones suficientes para abarcar el ancho de pavimentación. La sección mínima de este elemento es de diez centímetros (10 cm) por cinco centímetros (5 cm) (4 pulgadas por 2 pulgadas), longitud o ancho mínimo de tres metros (3 m). | precio: $4,109 COP | región: Centro Oriente | fuente: INVIAS — precios de referencia regionalizados | fecha: 2026-08-08']","El precio de un viaje de triturado de 3/4 pulgada a granel en Homecenter es de $791,900 COP por 8 m³. Fuente: Homecenter Colombia, fecha: 2026-08-08.","El triturado de 3/4"" a granel (viaje x 8 m³) cuesta $791.900 COP en Homecenter Colombia, Barranquilla.",1.0,0.9006784881612678,0.9999999999,1.0
